Inventory Report,,,,,,,,,,
"Inventory Report on Oct 09, 2025 at 03:23 PM EDT",,,,,,,,,,
"Locations: Watertown, PHF Lake Geneva",,,,,,,,,,
"Category Filter: Wholesale, Real Payment Gift Card, All Herbal, Supplements Misc., Services, PHF Supplements, Farmer's Market Items, Jewelry, Clothing, Cleaning Products, Tallow, Candles, Seasonal, Soaps, Snacks and Treats, Cooking, Cosmetics and Toiletries, Purses/Handbags, House Decor, Meat, Coffee Tea, MakeUp, Skin Care, Toiletries, Drinks, Herbal, Kombucha, Misc Drinks, Lotions, Perfumes, Pets, Deodorant, Juice, Health Misc, Cards, EOils, Books, Magnesium, Mushroom, Uncategorized",,,,,,,,,,
"Vendor Filter: Brick House Mercantile, Reliance, Ortho Molecular, Full Script, DesBio, CellCore, Urban Moonshine, BioRay, Touch Stone Essentials/The Good Inside, BioSpectrum, OWLS, Frannie's Market, Concord Honey, American Extractions, Kurativ, Kind Oasis, Simply Earth, CoFix Rx, Faire, Delete When Gone, Redmond Real Salt, Micro Balance Health Products, Rinse Bath Body Inc, Recess, Out of Stock, BDivine, Peter Pauper Press, SpaLife, Burgies Berry Farm, Wavertree & London, Lady May Tallow, Barn 1912 Tallow Company, Barnyard Bison, Mickelberry Gardens, Bergum Family Syrup, Berkley Green, Lindo, Mad Hippie, Love Infusion Foods, Liss & Landi, Custom Kismet, AllWellO, Taylor's Naturals, Oral Fitness Inc Dale Audrey RDH, Moss Creek Wool Works, Manifest Wellness, Chazah Creations LLC, Dandelion Naturals, Credo Designs LTD, Biotics Research, Kelly's Green, Handmade la conner, Dapper Dog Provisions, Davids Natural Toothpaste, Drinkin Buds Hemp LLC, Earth Harbor Naturals, Heart and Honey Elderberry Syrup, Alitasa, Elyxr LA, EMF Solutions, FaceTory, Natures Sunshine, Aunt Fannie's, Forever Minerals Makeup, Frutina, Good Earth Soap, Elemental Bread Sourdough, Hibo Gut-Healthy Energy, Huppy, Hiyo, Holley's Honey, Honey Acres, Honeybee Gard Nat Cos & Body Care, Tipsy Coasters & Gifts, No Tox Life, Hadley Wren, Marley's Monsters, Shannon Martin Designs, Honeywild Apothecary, Jaeger Farms, Crimson Kitchen and Garden, Just Add Wine Candle Co., Katie's Naturals, Ketchup Please, Knockaround, Lifeboost Coffee, Moira Cosmetics, Amazon, Maroma USA, Dancing Flower Beverage Comp., Microgreen Harvest, Mineral and Company, NATPAT, NuGo Nutrition, The Oatball Company, Old Soul Soap Company Inc, Oak & Elizabeth, Poofy Organics, Poshi, Present Not Perfect, Pure Love Essences, HalalEveryDay, Silver Wear, Simply Gum, Sky and Sol, ToGo Spa, Urbal Tea, Capital Husting, The Wholesome Baker, Yellow Heart Sisters, Flagged, Pine Hill Farm, Unknown, FarmCat Wellness, Abdallah Chocolate, The Wellness Company, Pacific Roots, Soaps & Beyond, Two Leaves and a Bud, PennyLine, What Calls the Heart, ODIN Wine, Modern and Chic, Jory, Fame Accessories, Tiny Gift Society, Kentucky Moon Designs, Letto, Loveyenergy & Blessings, Ethereal Clay, That's Sew Me, Sogo Snacks, Wholesalesir, Treasure Wholesale, Lorraine Oerth Co, Etsy, Apothecary Products LLC, The Winding Road, Primatives by Kathy, Himalayan Secrets, SHOPGIVECOURAGE, Mio Queena, BroadStreet Publishing Group, Lissi Designs, Manuka Lane, Zoey Simmons, Tabal Chocolate, Forage Kombucha, The Light Garden, June Jurcak Watercolor Cards, Koochikoo, Simply Honest Co., Venture Imports LLC, Clay and Trinkets, Sugarhouse Leather, Suarhouse Leather, Faiza Naturals, Faber-Castell Creativity for Kids, Handee Products, DM Merchandising, The Wristlet Bar, Bonair Daydreams, Felicity Jewelry Designs, April Cornell, 22 Tote, Chloe & Lex, Pan's Mushroom Jerky, Salt Sisters, Scattered slime, Sockprints, Outwash Acres, Jewelry Junkie, Alison Brooke Designs, Bamboo Switch, New Market Farmhouse, Maggie's Farm & Aromatics, Casa Kira, Fashion City, Lily Clothing, Sunset Vista Designs, Howells Wood Products, Sincere Surroundings, Love and Repeat, Puckator Ltd, Avery Lane Gifts, Karmelize.Me, Roma Leathers, Inc, India Handicrafts Inc, KatKards, Shirley Janes, Kathy Troher, Twisted Tomboy, Bstock, Elemental Superfood, SaidoniaEco, Eastern Ave Studio, Shoes Brew, Puracy, Rich Nuts, WorldFinds, Bark & Whiskers, Jennifer Dahl Designs, semper suds, Hipster Row, Mira Fair Trade, Mycoterra Farms, Seattle Silver Cashmere, PHF Collective Wellness, Seasideblooms",,,,,,,,,,
Active products only,,,,,,,,,,
In stock products only,,,,,,,,,,
,,,,,,,,,,
Product,Variant,Location,Categories,Vendors,SKU,Barcode,In Stock,List Price,Cost/unit,Total Value
OM SuperNutes Springboard,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,3,41.99,19.65 - 20.50,59.8
OM Thyrotain,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,6,46.99,22.7,136.2
OM Truadapt 120ct,,Watertown,Supplements Misc.,"Ortho Molecular, Delete When Gone, PHF Collective Wellness",6.15033E+11,,4,71.99,34.95 - 35.70,141.3
OM TruAdapt 60ct,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,6,40.99,19.95 - 20.40,121.5
OM Truadapt Plus 120ct,,Watertown,Supplements Misc.,"Ortho Molecular, Delete When Gone, PHF Collective Wellness",6.15033E+11,,1,71.99,34.95,34.95
OM TruAdapt Plus 60,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,4,40.99,19.95 - 20.40,81.15
OM UA-X Pro,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,4,56.99,28.4,113.6
OM UT Defense,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,4,39.99,19.5,78
OM Viracid,,PHF Lake Geneva,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,4,42.99,20.85,83.4
OM Viracid,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,6,42.99,20.35 - 20.85,124.1
OM ViraKid,,PHF Lake Geneva,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,4,37.99,18.4,73.6
OM ViraKid,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,3,37.99,17.80 - 18.40,54.6
OM Vitamin K2 with D3 30ct,,Watertown,Supplements Misc.,"Ortho Molecular, PHF Collective Wellness",6.15033E+11,,5,20.99,9.6,48
OM Z-Binder,,Watertown,Supplements Misc.,"Ortho Molecular, Delete When Gone, PHF Collective Wellness",6.15033E+11,,1,34.99,16.95,16.95
Oral Ayurvedic Chew Sticks,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,6,10.99,5.47,32.82
Oral Ayurvedic Pulling Rinse and Paste Bubble Gum,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",123456,,6,27.99,13.5,81
Oral Ayurvedic Pulling Rinse and Paste Cinnamon,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,1,27.99,13.5,13.5
Oral Ayurvedic Pulling Rinse and Paste Mint,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,3,27.99,13.5,40.5
Oral Ayurvedic Pulling Rinse Mint,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",404472916,,1,15.99,8.45,8.45
Oral Natural Salt Water Mouth Rinse,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,3,4.99,2.17,6.51
Oral Tongue Cleaner,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,5,9.95,5,25
Oral White 2 Nite,,PHF Lake Geneva,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,6,29.95,14.97,89.82
Oral White 2 Nite,,Watertown,Wholesale,"Oral Fitness Inc Dale Audrey RDH, Faire, PHF Collective Wellness",8.99029E+11,,10,29.95,14.97,149.7
Outer flap Bag,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",2842404003,,1,52,22.25,22.25
Owl tea infuser,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",9626636,,2,8,,
Pacific Roots Hemp Personal Lubricant,,PHF Lake Geneva,"All Herbal, Wholesale","Pacific Roots, PHF Collective Wellness",V146558,,4,34.95,,
Pacific Roots Hemp Personal Lubricant,,Watertown,"All Herbal, Wholesale","Pacific Roots, PHF Collective Wellness",V146558,,4,34.95,,
Pacific Roots Hemp Suppositories,,PHF Lake Geneva,"All Herbal, Wholesale","Pacific Roots, PHF Collective Wellness",0703980984970,,5,59.95,30,150
Pacific Roots Hemp Suppositories,,Watertown,"All Herbal, Wholesale","Pacific Roots, PHF Collective Wellness",0703980984970,,14,59.95,30,420
Pain Ez-z Tick Bite First Aid Kit,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",7.04674E+11,,2,19.99,10,20
Pakshi Candle Stick Lg,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",776010200,,1,14.99,8,8
Pakshi Candle Stick Md,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",413607884,,1,11.99,7,7
Paper Cards,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",V64,,7,5.5,,
PCO Px (polycycstic ovarian),,Watertown,Supplements Misc.,"Delete When Gone, PHF Collective Wellness",8.50031E+11,,1,49.99,26.4,26.4
Pearl Crystal Necklace by Casa Kira,,Watertown,Wholesale,"Casa Kira, PHF Collective Wellness",894915453,,2,38.99,18,36
Pest Powder,,Watertown,Wholesale,"Aunt Fannie's, Faire, Delete When Gone, PHF Collective Wellness",8.57261E+11,,6,9.99,6.81,40.86
Pet Coin Purse 22 Tote,Blue White Cat Coin Purse,PHF Lake Geneva,Wholesale,"22 Tote, Faire, PHF Collective Wellness",1.7717E+11,1.77169E+11,2,11.99,3,6
Pet Coin Purse 22 Tote,Mint Black and White Dog Coin Purse,PHF Lake Geneva,Wholesale,"22 Tote, Faire, PHF Collective Wellness",1.77169E+11,1.77165E+11,3,11.99,3,9
Pet Coin Purse 22 Tote,Multi Color w/ Multi Color Dog,PHF Lake Geneva,Wholesale,"22 Tote, Faire, PHF Collective Wellness",1.77167E+11,1.77162E+11,2,11.99,3,6
Pet Coin Purse 22 Tote,Orange White Cat Coin Purse,PHF Lake Geneva,Wholesale,"22 Tote, Faire, PHF Collective Wellness",1.77164E+11,1.77163E+11,2,11.99,3,6
Pet Coin Purse 22 Tote,Pink Orange Cat Coin Purse,PHF Lake Geneva,Wholesale,"22 Tote, Faire, PHF Collective Wellness",1.77164E+11,1.77167E+11,2,11.99,3,6
Pet Coin Purse 22 Tote,Yellow White Dog,PHF Lake Geneva,Wholesale,"22 Tote, Faire, PHF Collective Wellness",1.77163E+11,1.77166E+11,2,11.99,3,6
PFG Clarifying Facial Toner,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",1.89685E+11,,6,19.99,12,72
PFG Coffee Bean Eye Lift Serum,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",1.77169E+11,,3,24.99,,
PFG Eyelash Growth Serum,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",1.77169E+11,,5,29.99,,
PFG plumping hyaluronic serum,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",8.50023E+11,,2,39.99,26,52
PFG Salt & Sea Face & Body Soap,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",1.77162E+11,,5,10.99,6,30
PFG Tallow & Honey Lip Butter,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",1.77169E+11,,6,12.99,,
PFG Wild Rose Facial Cleansing Grains,,PHF Lake Geneva,Wholesale,"Faire, PHF Collective Wellness",1.7717E+11,,6,34.99,22.99,137.94
"PHF 1,000mg Hemp Oil Harvest Berry",,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",970265014,,6,57,20,120
"PHF 1,000mg Hemp Oil Harvest Berry",,Watertown,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",970265014,,48,57,20,1520
"PHF 1,000mg Hemp Oil Naturally Unflavored",,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",200681155,,6,57,20,120
"PHF 1,000mg Hemp Oil Naturally Unflavored",,Watertown,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",200681155,,132,57,20,2700
"PHF 1,000mg Hemp Oil Orange Dream",,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",726139185,,5,57,20,100
"PHF 1,000mg Hemp Oil Orange Dream",,Watertown,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",726139185,,124,57,20,2480
PHF 100 Billion Probiotic,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,15,69.99,34.6,519
PHF 100 Billion Probiotic,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,26,69.99,34.6,899.6
"PHF 2,000mg Hemp Oil Harvest Berry",,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",900570795,,6,97.5,27,162
"PHF 2,000mg Hemp Oil Naturally Unflavored",,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",25184433,,8,97.5,27,216
"PHF 2,000mg Hemp Oil Naturally Unflavored",,Watertown,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",25184433,,21,97.5,27,4023
"PHF 2,000mg Hemp Oil Orange Dream",,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",320562321,,10,97.5,27,270
"PHF 2,000mg Hemp Oil Orange Dream",,Watertown,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",320562321,,129,97.5,27,3483
PHF 35 Billion Probiotic 30 caps,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,12,37.99,18.55,222.6
PHF 35 Billion Probiotic 30 caps,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,12,37.99,18.55,222.6
PHF 500mg Bacon Oil,,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",148879547,,12,39.95,20,240
PHF 500mg Bacon Oil,,Watertown,"All Herbal, Farmer's Market Items","Pine Hill Farm, PHF Collective Wellness",148879547,,40,39.95,20,3460
PHF Adrenal Support 60ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,6,29.99,14.9,89.4
PHF Adrenal Support 60ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,13,29.99,14.45 - 14.90,193.25
PHF Advanced Beauty Care 120ct,,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,9,64.99,31.95,287.55
PHF Advanced Beauty Care 120ct,,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,11,64.99,31.95,351.45
PHF Advanced Beauty Care 60ct,,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,18,34.99,16.95,305.1
PHF Advanced Beauty Care 60ct,,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,20,34.99,16.95,339
PHF Advanced Blood Sugar Support,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,35.99,17.45,174.5
PHF Advanced Blood Sugar Support,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,19,35.99,17.45,331.55
PHF Advanced Brain Support,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,12,30.99,14.95,179.4
PHF Advanced Brain Support,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,15,30.99,14.95,224.25
PHF Advanced Eye Care Caps 30ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,9,29.99,14.95,134.55
PHF Advanced Eye Care Caps 30ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,8,29.99,14.95,119.6
PHF Advanced FEM Support 60ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,47.99,23.95,239.5
PHF Advanced FEM Support 60ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,47.99,23.95,239.5
PHF Advanced Gut Care,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,11,27.99,13.75,151.25
PHF Advanced Gut Care,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,14,27.99,13.75,192.5
PHF Advanced Strength Turmeric,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,5,31.99,15.95,79.75
PHF Advanced Strength Turmeric,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,22,31.99,15.95,350.9
PHF Advanced Stress Support,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,13,35.99,17.45,226.85
PHF Advanced Stress Support,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,39,35.99,17.45,680.55
PHF Advanced Testosterone Support Caps 30ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,11,29.99,14.95,164.45
PHF Advanced Testosterone Support Caps 30ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,29.99,14.95,149.5
PHF Advanced Urinary Care,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,20.99,9.95,99.5
PHF Advanced Urinary Care,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,18,20.99,9.95,179.1
PHF Algae Based Calcium Slim Tab 180ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,5,54.99,26.95,134.75
PHF Algae Based Calcium Slim Tab 180ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,54.99,26.95,269.5
PHF Algae Based Calcium Slim Tab 90ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,6,32.99,15.95,95.7
PHF Algae Based Calcium Slim Tab 90ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,9,32.99,15.95,143.55
PHF All Season Support,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,4,38.99,19.45,77.8
PHF All Season Support,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,6,38.99,18.95,113.7
PHF Ashwagandha Extract 500mg,,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,5,21.99,10.8,54
PHF Ashwagandha Extract 500mg,,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,12,21.99,10.8,129.6
PHF Ball Cap,Camo,PHF Lake Geneva,Farmer's Market Items,"Pine Hill Farm, PHF Collective Wellness",357278588,,6,25,,
PHF Ball Cap,Camo,Watertown,Farmer's Market Items,"Pine Hill Farm, PHF Collective Wellness",357278588,,11,20,,
PHF Ball Cap,White,PHF Lake Geneva,Farmer's Market Items,"Pine Hill Farm, PHF Collective Wellness",049209542201,,7,25,,
PHF Ball Cap,White,Watertown,Farmer's Market Items,"Pine Hill Farm, PHF Collective Wellness",049209542201,,10,20,,
PHF  Battery,,PHF Lake Geneva,Wholesale,"Flagged, PHF Collective Wellness",640738285,,10,15.95,,
PHF  Battery,,Watertown,Wholesale,"Flagged, PHF Collective Wellness",640738285,,1,15.95,,
PHF B Complex Coenzymated 30ct,New 2025,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,9,19.99,9.75,87.75
PHF B Complex Coenzymated 30ct,New 2025,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,13,19.99,9.75,126.75
PHF B Complex Organic Whole Food 60ct,New 2025,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,5,29.99,14.75,73.75
PHF B Complex Organic Whole Food 60ct,New 2025,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,20,29.99,14.75,295
PHF B Complex Organic Whole Food 60ct,Old 2024,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, Delete When Gone, PHF Collective Wellness",7.875E+11,,5,29.99,14.75,73.75
PHF Black Cohosh 120ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,6,17.99,8.45,50.7
PHF Black Cohosh 120ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,33,17.99,8.20 - 8.45,271.1
PHF Blood Support w/ Superfoods,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,6,20.99,9.95,59.7
PHF Blood Support w/ Superfoods,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,22,20.99,9.95,218.9
PHF CCC Gummies 10ct,,PHF Lake Geneva,"All Herbal, Farmer's Market Items, PHF Supplements","Kind Oasis, Pine Hill Farm, PHF Collective Wellness",511428M,,7,23.95,7,49
PHF CCC Gummies 10ct,,Watertown,"All Herbal, Farmer's Market Items, PHF Supplements","Kind Oasis, Pine Hill Farm, PHF Collective Wellness",511428M,,15,21.95,7,105
PHF CCC Gummies 50ct,,PHF Lake Geneva,"All Herbal, Farmer's Market Items, PHF Supplements","Kind Oasis, Pine Hill Farm, PHF Collective Wellness",A520309,,36,59.95,25,900
PHF Chewable Kid's Multi,New 2025,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Pine Hill Farm, Reliance, PHF Collective Wellness",8.50071E+11,,8,28.99,None - 14.40,57.6
PHF Chewable Kid's Multi,New 2025,Watertown,"Farmer's Market Items, PHF Supplements","Pine Hill Farm, Reliance, PHF Collective Wellness",8.50071E+11,,8,28.99,14.4,115.2
PHF Chewable Kid's Multi,Old 2024,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, Delete When Gone, PHF Collective Wellness",7.875E+11,,1,28.99,14.4,14.4
PHF Chewable Kid's Multi,Old 2024,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, Delete When Gone, PHF Collective Wellness",7.875E+11,,7,28.99,13.7,95.9
PHF Chewable L Theanine 200 mg,,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,23.99,11.45,114.5
PHF Chewable L Theanine 200 mg,,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,34,23.99,11.45,389.3
PHF Chicken Bites Pet 5 mg Hemp,,Watertown,All Herbal,"Pine Hill Farm, PHF Collective Wellness",T231071,,8,24.95,,
PHF Cleansing System AM PM set,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,12,39.99,19.2,230.4
PHF Cleansing System AM PM set,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,8,39.99,19.2,153.6
PHF Cod Liver Oil Softgels 100ct,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,5,10.99,5.1,25.5
PHF Cod Liver Oil Softgels 100ct,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,12,10.99,5.1,61.2
PHF coenzymated B complex Old Label,,PHF Lake Geneva,,"Reliance, PHF Collective Wellness",7.875E+11,,2,14.99,,
PHF CoEnzyme Q10 Softgel,,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,9,33.99,16.6,149.4
PHF CoEnzyme Q10 Softgel,,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,11,33.99,16.10 - 16.60,178.1
PHF Cognition Mushroom Gummies 10ct,Small (10 ct.),PHF Lake Geneva,"All Herbal, Farmer's Market Items, PHF Supplements","Pine Hill Farm, Kind Oasis, PHF Collective Wellness",650737395,650737395,29,21.95,3,87
PHF Cognition Mushroom Gummies 50 ct,,PHF Lake Geneva,"All Herbal, PHF Supplements","Pine Hill Farm, Kind Oasis, PHF Collective Wellness",1.62366E+11,1.62366E+11,14,55.95,15,210
PHF Collagen Creamer,New 2025,PHF Lake Geneva,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,18,29.99,17.55,315.9
PHF Collagen Creamer,New 2025,Watertown,PHF Supplements,"Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,5,29.99,17.55,87.75
PHF Creatine Monohydrate,,PHF Lake Geneva,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,10,39.99,20.95,209.5
PHF Creatine Monohydrate,,Watertown,"Farmer's Market Items, PHF Supplements","Reliance, Pine Hill Farm, PHF Collective Wellness",8.50071E+11,,8,39.99,20.95,167.6
PHF Deep Sleep Gummies 10ct,,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Kind Oasis, Pine Hill Farm, PHF Collective Wellness",398556491,,9,23.95,5.81,52.29
PHF Deep Sleep Gummies 50ct,,PHF Lake Geneva,"All Herbal, Farmer's Market Items","Kind Oasis, Pine Hill Farm, PHF Collective Wellness",509078846,,11,59.95,None - 19.81,59.43
PHF Deep Sleep Gummies 50ct,,Watertown,"All Herbal, Farmer's Market Items","Kind Oasis, Pine Hill Farm, PHF Collective Wellness",509078846,,7,57.95,19.81,138.67
